"﻿""imageName""",resolution__x,resolution__y,taggedRectangles,taggedRectangles__taggedRectangle__x,taggedRectangles__taggedRectangle__y,taggedRectangles__taggedRectangle__width,taggedRectangles__taggedRectangle__height,taggedRectangles__taggedRectangle__offset,taggedRectangles__taggedRectangle__rotation,taggedRectangles__taggedRectangle__userName,taggedRectangles__taggedRectangle__tag,taggedRectangles__taggedRectangle__segmentation
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,174.0,392.0,274.0,195.0,0.0,0.0,admin,self,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,512.0,391.0,679.0,183.0,0.0,0.0,admin,adhesive,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,184.0,612.0,622.0,174.0,-2.0,0.0,admin,address,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,863.0,599.0,446.0,187.0,0.0,0.0,admin,labels,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,72.0,6.0,95.0,87.0,0.0,0.0,admin,36,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,247.0,2.0,197.0,88.0,0.0,0.0,admin,89m,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,792.0,0.0,115.0,81.0,0.0,0.0,admin,cls,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,200.0,848.0,228.0,139.0,0.0,0.0,admin,250,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,473.0,878.0,165.0,109.0,14.0,0.0,admin,on,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,684.0,878.0,71.0,106.0,12.0,0.0,admin,a,
apanar_06.08.2002/IMG_1261.JPG,1600,1200,,806.0,844.0,218.0,141.0,26.0,0.0,admin,roll,
apanar_06.08.2002/IMG_1263.JPG,1600,1200,,432.0,635.0,847.0,172.0,0.0,0.0,admin,Natwest,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,656.0,222.0,502.0,81.0,0.0,0.0,admin,GREEK,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,626.0,253.0,540.0,31.0,0.0,0.0,admin,GASTRONOMY,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,709.0,307.0,409.0,69.0,0.0,0.0,admin,COOKERY,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,791.0,368.0,265.0,73.0,0.0,0.0,admin,WINES,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,1152.0,953.0,57.0,19.0,0.0,0.0,admin,LOCAL,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,653.0,1006.0,63.0,15.0,0.0,0.0,admin,TOUBRS,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,1101.0,974.0,111.0,14.0,0.0,0.0,admin,SPECIALTIES,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,1065.0,1000.0,70.0,16.0,0.0,0.0,admin,FESTIVE,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,1138.0,1000.0,74.0,15.0,0.0,0.0,admin,RECIPES,
apanar_06.08.2002/IMG_1265.JPG,1600,1200,,1067.0,1025.0,145.0,18.0,0.0,0.0,admin,ILLUSTRATED,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,682.0,754.0,64.0,43.0,0.0,0.0,admin,83,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,796.0,759.0,61.0,40.0,0.0,0.0,admin,73,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,573.0,541.0,138.0,52.0,14.0,0.0,admin,The,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,743.0,532.0,350.0,61.0,0.0,0.0,admin,HOUSE,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,1141.0,528.0,64.0,75.0,22.0,0.0,admin,of,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,642.0,635.0,103.0,52.0,14.0,0.0,admin,the,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,788.0,625.0,363.0,59.0,0.0,0.0,admin,SPIRITS,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,730.0,243.0,374.0,77.0,0.0,0.0,admin,ISABEL,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,577.0,334.0,644.0,102.0,0.0,0.0,admin,ALLENDE,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,611.0,458.0,99.0,26.0,0.0,0.0,admin,Intensely,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,714.0,455.0,85.0,27.0,0.0,0.0,admin,moving,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,810.0,451.0,54.0,26.0,0.0,0.0,admin,Both,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,871.0,450.0,132.0,25.0,0.0,0.0,admin,entertaining,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,1009.0,447.0,43.0,24.0,0.0,0.0,admin,and,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,1058.0,446.0,70.0,28.0,0.0,0.0,admin,deeply,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,1135.0,446.0,77.0,21.0,0.0,0.0,admin,serious,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,815.0,486.0,87.0,26.0,0.0,0.0,admin,Evening,
apanar_06.08.2002/IMG_1269.JPG,1600,1200,,908.0,484.0,100.0,23.0,4.0,0.0,admin,Standard,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,632.0,290.0,393.0,86.0,0.0,0.0,admin,DIGItaL,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,876.0,386.0,257.0,37.0,0.0,0.0,admin,muLtImeDIa,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,660.0,889.0,82.0,24.0,0.0,0.0,admin,WILEY,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,938.0,779.0,53.0,25.0,0.0,0.0,admin,Nigel,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,1000.0,778.0,92.0,25.0,0.0,0.0,admin,Chapman,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,1101.0,781.0,34.0,17.0,0.0,0.0,admin,and,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,937.0,813.0,59.0,23.0,0.0,0.0,admin,Jenny,
apanar_06.08.2002/IMG_1281.JPG,1600,1200,,1004.0,810.0,91.0,24.0,0.0,0.0,admin,Chapman,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,722.0,130.0,364.0,70.0,2.0,0.0,admin,Software,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,720.0,258.0,281.0,87.0,8.0,0.0,admin,Design,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,716.0,385.0,121.0,70.0,4.0,0.0,admin,for,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,720.0,515.0,384.0,68.0,6.0,0.0,admin,Real-time,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,715.0,643.0,324.0,86.0,4.0,0.0,admin,Systems,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,707.0,1021.0,45.0,68.0,4.0,0.0,admin,J,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,785.0,1023.0,47.0,64.0,4.0,0.0,admin,E,
apanar_06.08.2002/IMG_1282.JPG,1600,1200,,872.0,1020.0,400.0,64.0,4.0,0.0,admin,COOLING,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,517.0,200.0,633.0,112.0,0.0,0.0,admin,Nokia,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,715.0,351.0,142.0,41.0,0.0,0.0,admin,adapter,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,870.0,350.0,96.0,39.0,0.0,0.0,admin,Cable,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,982.0,352.0,67.0,36.0,0.0,0.0,admin,DLR,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,1068.0,354.0,44.0,35.0,0.0,0.0,admin,3P,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,599.0,505.0,128.0,33.0,0.0,0.0,admin,A4382,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,600.0,584.0,69.0,25.0,0.0,0.0,admin,Nokia,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,598.0,633.0,63.0,25.0,0.0,0.0,admin,6210,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,596.0,681.0,54.0,24.0,0.0,0.0,admin,DLR,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,661.0,683.0,32.0,23.0,0.0,0.0,admin,3P,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,700.0,685.0,57.0,22.0,0.0,0.0,admin,Data,
apanar_06.08.2002/IMG_1283.JPG,1600,1200,,764.0,686.0,71.0,26.0,0.0,0.0,admin,Cable,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,614.0,373.0,290.0,51.0,0.0,0.0,admin,Professional,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,614.0,431.0,155.0,49.0,0.0,0.0,admin,Issues,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,780.0,431.0,44.0,49.0,0.0,0.0,admin,in,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,614.0,487.0,221.0,51.0,0.0,0.0,admin,Software,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,616.0,547.0,282.0,53.0,0.0,0.0,admin,Engineering,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,602.0,632.0,39.0,18.0,0.0,0.0,admin,frank,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,645.0,631.0,30.0,19.0,0.0,0.0,admin,bott,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,684.0,632.0,48.0,16.0,0.0,0.0,admin,allison,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,737.0,632.0,62.0,16.0,0.0,0.0,admin,coleman,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,809.0,630.0,31.0,18.0,0.0,0.0,admin,jack,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,844.0,628.0,41.0,17.0,0.0,0.0,admin,eaton,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,895.0,627.0,40.0,17.0,0.0,0.0,admin,diane,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,939.0,625.0,59.0,17.0,0.0,0.0,admin,rowland,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,606.0,949.0,34.0,12.0,0.0,0.0,admin,THIRD,
apanar_06.08.2002/IMG_1284.JPG,1600,1200,,643.0,947.0,42.0,14.0,0.0,0.0,admin,EDITION,
apanar_06.08.2002/IMG_1285.JPG,1600,1200,,726.0,864.0,368.0,47.0,0.0,0.0,admin,SILBERSCHATZ,
apanar_06.08.2002/IMG_1285.JPG,1600,1200,,802.0,913.0,217.0,42.0,0.0,0.0,admin,GALVIN,
apanar_06.08.2002/IMG_1285.JPG,1600,1200,,651.0,229.0,422.0,53.0,0.0,0.0,admin,OPERATING,
apanar_06.08.2002/IMG_1285.JPG,1600,1200,,726.0,291.0,281.0,52.0,0.0,0.0,admin,SYSTEM,
apanar_06.08.2002/IMG_1285.JPG,1600,1200,,686.0,354.0,358.0,52.0,0.0,0.0,admin,CONCEPTS,
apanar_06.08.2002/IMG_1285.JPG,1600,1200,,807.0,429.0,43.0,22.0,0.0,0.0,admin,Fifth,
apanar_06.08.2002/IMG_1285.JPG,1600,1200,,859.0,430.0,67.0,20.0,0.0,0.0,admin,Edition,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,739.0,130.0,163.0,32.0,0.0,0.0,admin,SYSTEMS,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,912.0,131.0,125.0,30.0,0.0,0.0,admin,SERIES,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,482.0,220.0,236.0,58.0,0.0,0.0,admin,Systems,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,731.0,219.0,231.0,53.0,0.0,0.0,admin,Analysis,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,734.0,282.0,186.0,54.0,0.0,0.0,admin,Design,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,551.0,287.0,168.0,41.0,0.0,0.0,admin,stems,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,576.0,391.0,46.0,31.0,0.0,0.0,admin,ID,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,635.0,387.0,158.0,35.0,0.0,0.0,admin,MASON,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,861.0,388.0,152.0,32.0,0.0,0.0,admin,LESLIE,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,1029.0,386.0,258.0,34.0,0.0,0.0,admin,WILLCOCKS,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,670.0,986.0,199.0,40.0,0.0,0.0,admin,BUSINESS,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,665.0,1040.0,210.0,37.0,0.0,0.0,admin,STRATEGY,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,639.0,1151.0,43.0,34.0,0.0,0.0,admin,IT,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,694.0,1146.0,209.0,37.0,0.0,0.0,admin,STRATEGY,
apanar_06.08.2002/IMG_1286.JPG,1600,1200,,474.0,91.0,255.0,70.0,0.0,0.0,admin,iNFORMATION,
apanar_06.08.2002/IMG_1288.JPG,1600,1200,,757.0,215.0,333.0,92.0,0.0,0.0,admin,under,
apanar_06.08.2002/IMG_1288.JPG,1600,1200,,1103.0,210.0,289.0,97.0,0.0,0.0,admin,wear,
apanar_06.08.2002/IMG_1288.JPG,1600,1200,,436.0,211.0,80.0,120.0,0.0,0.0,admin,S,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,699.0,109.0,136.0,42.0,0.0,0.0,admin,ALAN,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,851.0,110.0,260.0,44.0,0.0,0.0,admin,CLEMENTS,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,582.0,260.0,55.0,55.0,0.0,0.0,admin,T,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,808.0,256.0,329.0,75.0,0.0,0.0,admin,rinciples,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,1163.0,252.0,70.0,61.0,0.0,0.0,admin,of,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,786.0,339.0,304.0,75.0,0.0,0.0,admin,omputer,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,728.0,417.0,364.0,57.0,0.0,0.0,admin,Hardware,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,743.0,562.0,155.0,30.0,0.0,0.0,admin,SECOND,
apanar_06.08.2002/IMG_1289.JPG,1600,1200,,910.0,560.0,160.0,32.0,0.0,0.0,admin,EDITION,
apanar_06.08.2002/IMG_1290.JPG,1600,1200,,376.0,191.0,954.0,214.0,0.0,0.0,admin,Software,
apanar_06.08.2002/IMG_1290.JPG,1600,1200,,378.0,404.0,946.0,157.0,0.0,0.0,admin,Engineering,
apanar_06.08.2002/IMG_1290.JPG,1600,1200,,688.0,556.0,104.0,61.0,0.0,0.0,admin,Ian,
apanar_06.08.2002/IMG_1290.JPG,1600,1200,,813.0,555.0,396.0,61.0,0.0,0.0,admin,Sommerville,
